Manufacturer,Model,Engine size,Fuel type,Price
BMW,M5,5.0,Petrol,48541
Toyota,Yaris,1.4,Petrol,5852
Ford,Fiesta,1.0,Petrol,6393
VW,Golf,2.0,Diesel,2459
Ford,Focus,1.0,Petrol,2776
Toyota,Prius,1.8,Hybrid,26474
Toyota,RAV4,1.8,Hybrid,35071
Ford,Fiesta,1.4,Petrol,22960
Ford,Focus,1.0,Diesel,4108
Toyota,RAV4,2.2,Hybrid,3212
Ford,Focus,2.0,Petrol,7248
Ford,Fiesta,1.4,Petrol,8428
Toyota,Yaris,1.4,Petrol,16321
Ford,Focus,1.4,Petrol,4669
VW,Polo,1.2,Petrol,7096
BMW,M5,5.0,Petrol,94897
BMW,M5,4.0,Petrol,13830
Ford,Focus,1.0,Petrol,27272
BMW,X3,2.4,Diesel,3493
BMW,M5,4.4,Petrol,32476
Toyota,RAV4,2.0,Petrol,17239
Porsche,718 Cayman,4.0,Petrol,58169
Ford,Focus,1.0,Petrol,28845
Ford,Mondeo,1.8,Diesel,4066
VW,Polo,1.6,Petrol,1149
VW,Passat,1.6,Diesel,20489
VW,Polo,1.4,Petrol,31629
BMW,X3,2.4,Diesel,10465
Toyota,Yaris,1.0,Petrol,6503
Ford,Fiesta,1.4,Hybrid,6434
Ford,Mondeo,2.0,Diesel,891
VW,Golf,1.4,Petrol,2812
VW,Passat,1.6,Diesel,1203
VW,Passat,1.8,Diesel,1371
Toyota,Prius,1.8,Hybrid,5232
Porsche,911,2.2,Petrol,20817
VW,Passat,1.6,Petrol,44232
Ford,Fiesta,1.4,Petrol,10676
Toyota,Prius,1.0,Hybrid,1589
Ford,Fiesta,1.2,Petrol,15413
BMW,Z4,2.4,Petrol,2325
Ford,Mondeo,2.0,Diesel,867
VW,Passat,1.6,Diesel,22964
BMW,X3,2.0,Petrol,23980
VW,Polo,1.4,Petrol,5086
VW,Golf,1.8,Petrol,22855
BMW,Z4,2.4,Petrol,42829
VW,Golf,1.6,Hybrid,24678
BMW,X3,2.0,Diesel,41445
VW,Polo,1.0,Petrol,526
VW,Polo,1.2,Petrol,9879
Toyota,Prius,1.4,Hybrid,30796
VW,Passat,1.8,Diesel,8916
Porsche,718 Cayman,4.0,Petrol,24775
VW,Polo,1.0,Petrol,6592
Ford,Mondeo,1.8,Petrol,4184
Ford,Mondeo,1.6,Diesel,1289
Porsche,Cayenne,2.6,Petrol,76529
Porsche,911,2.6,Petrol,14818
Toyota,Yaris,1.2,Hybrid,14963
Toyota,RAV4,2.2,Hybrid,58214
Ford,Mondeo,1.6,Hybrid,2098
BMW,M5,5.0,Petrol,14968
Porsche,Cayenne,4.0,Petrol,38983
Toyota,RAV4,2.4,Hybrid,26092
Ford,Focus,1.0,Diesel,9055
Toyota,Prius,1.4,Hybrid,6565
Toyota,RAV4,2.0,Hybrid,1340
VW,Golf,2.0,Petrol,2042
Ford,Mondeo,2.0,Diesel,7359
Toyota,Prius,1.8,Hybrid,1669
Ford,Focus,1.6,Petrol,4122
Toyota,Yaris,1.0,Hybrid,12832
VW,Polo,1.2,Petrol,3682
Toyota,RAV4,2.4,Hybrid,7559
Toyota,Prius,1.0,Hybrid,25070
Ford,Fiesta,1.4,Hybrid,22406
BMW,Z4,2.4,Petrol,2153
VW,Golf,2.0,Petrol,23219
Toyota,Prius,1.8,Hybrid,2310
Ford,Focus,1.4,Diesel,5603
Ford,Mondeo,1.8,Diesel,16264
Toyota,Prius,1.4,Hybrid,8582
Ford,Fiesta,1.0,Hybrid,5537
Toyota,RAV4,2.2,Hybrid,61036
BMW,X3,3.0,Diesel,7644
VW,Golf,1.8,Diesel,29046
BMW,Z4,2.4,Petrol,2358
Ford,Fiesta,1.0,Petrol,9319
BMW,X3,2.4,Diesel,11436
VW,Passat,1.4,Diesel,29770
VW,Golf,1.4,Petrol,7364
Toyota,RAV4,2.4,Hybrid,16210
Toyota,Yaris,1.0,Petrol,5960
Ford,Focus,1.8,Diesel,5458
BMW,Z4,2.0,Petrol,14574
Toyota,RAV4,2.2,Hybrid,39490
Toyota,RAV4,1.8,Hybrid,9268
Ford,Fiesta,1.2,Petrol,1666
VW,Golf,1.8,Petrol,8529
VW,Passat,1.6,Petrol,1490
BMW,M5,4.0,Petrol,33178
Toyota,Prius,1.8,Hybrid,5433
Ford,Mondeo,1.8,Diesel,8010
Toyota,Yaris,1.2,Hybrid,7353
Ford,Fiesta,1.0,Petrol,8369
VW,Passat,2.0,Diesel,16440
BMW,M5,4.4,Petrol,20620
Ford,Mondeo,2.0,Diesel,847
VW,Golf,1.6,Petrol,16734
VW,Golf,1.4,Petrol,15568
Toyota,RAV4,1.8,Hybrid,4401
BMW,M5,4.0,Petrol,9780
Toyota,Yaris,1.2,Hybrid,523
Ford,Focus,1.8,Petrol,7636
VW,Passat,2.0,Diesel,3134
Ford,Mondeo,1.6,Diesel,1788
VW,Polo,1.4,Diesel,5514
BMW,X3,2.4,Diesel,28301
VW,Golf,1.8,Diesel,826
Toyota,Prius,1.0,Hybrid,4151
VW,Polo,1.4,Petrol,12655
VW,Polo,1.0,Petrol,26442
Ford,Mondeo,2.0,Diesel,712
VW,Passat,1.8,Diesel,4423
BMW,M5,5.0,Petrol,17076
Toyota,RAV4,1.8,Hybrid,20354
BMW,X3,3.0,Diesel,7251
Toyota,Prius,1.4,Hybrid,2036
VW,Golf,2.0,Diesel,792
VW,Passat,1.4,Diesel,6230
Toyota,Yaris,1.2,Petrol,9478
Porsche,911,3.5,Petrol,1450
Ford,Mondeo,1.8,Hybrid,1316
Ford,Mondeo,1.4,Diesel,30686
VW,Polo,2.0,Petrol,4134
Porsche,718 Cayman,4.0,Petrol,5081
Ford,Mondeo,2.0,Hybrid,2158
Ford,Fiesta,1.2,Petrol,3172
Ford,Fiesta,1.0,Diesel,2461
Ford,Focus,1.6,Petrol,1618
VW,Polo,1.2,Petrol,16983
VW,Passat,1.6,Diesel,4991
Toyota,Prius,1.8,Hybrid,3001
VW,Passat,1.4,Diesel,28110
Porsche,Cayenne,3.0,Petrol,7807
Ford,Mondeo,1.8,Diesel,15214
VW,Passat,1.4,Diesel,3260
Ford,Mondeo,1.8,Petrol,24331
BMW,Z4,2.0,Petrol,2015
VW,Polo,1.4,Petrol,5179
VW,Passat,1.8,Diesel,14223
VW,Golf,1.8,Petrol,8493
Toyota,RAV4,2.4,Petrol,7628
Toyota,Prius,1.4,Hybrid,10340
Toyota,Yaris,1.0,Hybrid,1543
Ford,Fiesta,1.0,Petrol,663
Toyota,Yaris,1.2,Hybrid,28494
Toyota,Yaris,1.4,Petrol,6192
Ford,Fiesta,1.4,Petrol,9072
Toyota,Prius,1.0,Hybrid,15506
BMW,X3,3.0,Diesel,2756
VW,Passat,1.8,Diesel,8350
Ford,Fiesta,1.0,Petrol,3477
BMW,M5,5.0,Petrol,81582
Toyota,Prius,1.4,Hybrid,13320
Ford,Mondeo,1.6,Diesel,5105
BMW,Z4,2.4,Petrol,2951
VW,Passat,2.0,Diesel,1160
Toyota,Yaris,1.2,Hybrid,2323
Ford,Fiesta,1.0,Petrol,3305
Ford,Focus,1.8,Diesel,6011
Ford,Fiesta,1.0,Petrol,15289
Toyota,RAV4,2.4,Hybrid,45629
Toyota,Prius,1.4,Hybrid,5033
Ford,Mondeo,1.4,Hybrid,1295
BMW,M5,4.0,Petrol,46300
Toyota,RAV4,2.2,Petrol,55938
Toyota,Yaris,1.0,Hybrid,1629
Toyota,RAV4,1.8,Hybrid,19946
Ford,Focus,2.0,Diesel,20549
Toyota,RAV4,2.2,Petrol,21087
Ford,Fiesta,1.4,Petrol,6243
Toyota,Prius,1.8,Hybrid,44031
BMW,M5,4.4,Petrol,39978
Ford,Focus,1.6,Diesel,21891
Toyota,Prius,1.4,Hybrid,37986
Toyota,Prius,1.0,Hybrid,27168
Ford,Mondeo,1.6,Hybrid,15704
VW,Polo,1.0,Petrol,623
VW,Polo,1.6,Petrol,481
Toyota,RAV4,2.2,Hybrid,6696
Ford,Fiesta,1.0,Petrol,12431
Ford,Focus,1.4,Diesel,4958
Toyota,Prius,1.0,Hybrid,4727
Ford,Mondeo,1.4,Hybrid,288
Toyota,RAV4,1.8,Hybrid,3511
VW,Polo,1.4,Petrol,8754
Ford,Mondeo,1.4,Petrol,1151
Ford,Focus,1.8,Petrol,28276
Ford,Mondeo,1.8,Diesel,6583
BMW,X3,2.4,Diesel,2537
VW,Passat,2.0,Diesel,1405
Toyota,RAV4,2.4,Hybrid,35261
VW,Passat,2.0,Petrol,12520
VW,Passat,1.4,Diesel,13834
Toyota,RAV4,2.4,Hybrid,9530
Ford,Mondeo,2.0,Diesel,3054
VW,Polo,2.0,Petrol,6735
VW,Passat,1.4,Diesel,2329
Toyota,Yaris,1.4,Hybrid,17444
Ford,Focus,1.8,Petrol,4213
Porsche,911,2.2,Petrol,88301
Ford,Focus,1.8,Petrol,23202
BMW,M5,5.0,Petrol,2933
Porsche,Cayenne,4.0,Diesel,48962
VW,Golf,2.0,Petrol,2265
Toyota,Prius,1.8,Hybrid,5378
Porsche,911,3.0,Petrol,58184
VW,Polo,1.6,Petrol,4564
Ford,Fiesta,1.0,Diesel,10368
VW,Golf,1.2,Petrol,7864
VW,Golf,1.6,Petrol,498
VW,Polo,1.0,Petrol,1071
Toyota,Yaris,1.0,Hybrid,9909
Ford,Fiesta,1.2,Hybrid,20499
VW,Passat,1.6,Diesel,25261
Ford,Fiesta,1.4,Hybrid,14869
Ford,Focus,2.0,Diesel,11191
Toyota,Prius,1.8,Hybrid,1947
Ford,Mondeo,1.6,Diesel,7492
Ford,Fiesta,1.0,Petrol,5848
BMW,X3,2.4,Diesel,4467
VW,Passat,1.8,Diesel,40128
Ford,Focus,1.6,Petrol,3916
Porsche,Cayenne,4.0,Petrol,25699
VW,Polo,1.0,Diesel,17008
VW,Passat,1.6,Diesel,8786
Ford,Focus,1.8,Petrol,1201
Toyota,RAV4,2.0,Hybrid,45244
VW,Passat,1.8,Petrol,6116
Ford,Focus,2.0,Petrol,32933
VW,Passat,2.0,Diesel,6714
Porsche,911,3.0,Petrol,108502
Ford,Mondeo,1.4,Diesel,3846
Ford,Fiesta,1.4,Petrol,1028
Ford,Mondeo,1.8,Diesel,36292
VW,Golf,1.8,Petrol,4116
VW,Polo,2.0,Petrol,1240
Ford,Mondeo,1.6,Hybrid,5655
BMW,X3,2.0,Petrol,9838
VW,Passat,1.8,Diesel,29062
Ford,Mondeo,1.6,Diesel,25571
VW,Passat,1.4,Diesel,19807
VW,Golf,1.8,Petrol,32591
Toyota,Yaris,1.4,Petrol,3251
Ford,Mondeo,1.4,Diesel,17486
Toyota,Yaris,1.2,Hybrid,3700
VW,Polo,1.2,Petrol,20017
VW,Polo,1.6,Petrol,24144
Toyota,Prius,1.4,Hybrid,19003
Ford,Focus,1.6,Diesel,3965
BMW,X3,2.0,Diesel,27788
Toyota,Yaris,1.0,Hybrid,24165
Toyota,RAV4,2.0,Hybrid,7806
Toyota,RAV4,1.8,Hybrid,5392
Ford,Mondeo,1.8,Petrol,33431
BMW,Z4,2.4,Petrol,6557
Toyota,Prius,1.4,Hybrid,34554
Toyota,Prius,1.8,Hybrid,7064
Porsche,Cayenne,3.0,Petrol,1406
Ford,Fiesta,1.2,Petrol,1870
Ford,Fiesta,1.2,Petrol,2630
Toyota,Prius,1.4,Hybrid,2401
VW,Golf,1.8,Petrol,2594
Toyota,Yaris,1.4,Hybrid,616
VW,Golf,1.4,Diesel,22294
Toyota,Prius,1.4,Hybrid,24392
VW,Passat,1.6,Diesel,4154
Toyota,RAV4,2.4,Hybrid,46204
Ford,Mondeo,1.4,Diesel,1331
VW,Golf,1.4,Diesel,6521
VW,Golf,2.0,Hybrid,33789
VW,Passat,1.4,Diesel,19232
Toyota,Yaris,1.4,Hybrid,6169
BMW,M5,4.0,Petrol,19861
VW,Passat,1.6,Diesel,3039
VW,Polo,1.2,Petrol,14314
Toyota,RAV4,2.4,Hybrid,22784
VW,Polo,1.4,Petrol,2884
Toyota,Prius,1.4,Hybrid,30691
VW,Golf,2.0,Petrol,6285
VW,Polo,2.0,Diesel,27846
Toyota,Prius,1.4,Hybrid,3322
Toyota,Yaris,1.4,Hybrid,9212
BMW,Z4,2.2,Petrol,2799
Ford,Fiesta,1.4,Petrol,655
Toyota,Prius,1.4,Hybrid,39875
Toyota,Prius,1.0,Hybrid,1923
Toyota,RAV4,2.4,Hybrid,4330
Ford,Mondeo,1.8,Diesel,13730
VW,Passat,2.0,Diesel,24572
VW,Golf,1.6,Petrol,11822
VW,Passat,2.0,Petrol,4257
Ford,Fiesta,1.2,Petrol,5699
Toyota,RAV4,2.4,Hybrid,63486
Ford,Focus,1.4,Petrol,5738
VW,Golf,1.8,Hybrid,566
BMW,M5,5.0,Petrol,6361
Toyota,Prius,1.8,Hybrid,37403
VW,Golf,1.4,Diesel,4270
Toyota,Prius,1.8,Hybrid,2508
Toyota,Yaris,1.4,Hybrid,34739
Ford,Mondeo,1.8,Diesel,26373
VW,Passat,1.8,Diesel,3918
VW,Golf,2.0,Petrol,5281
Toyota,Prius,1.8,Hybrid,5194
Toyota,RAV4,2.0,Petrol,10469
VW,Passat,1.8,Diesel,933
BMW,Z4,3.0,Petrol,38166
Toyota,Yaris,1.2,Hybrid,34537
BMW,Z4,3.0,Petrol,7912
VW,Passat,1.6,Diesel,17043
VW,Passat,1.8,Petrol,18408
VW,Golf,1.2,Petrol,1656
VW,Polo,1.4,Petrol,2799
Ford,Fiesta,1.4,Petrol,8298
Toyota,Yaris,1.4,Petrol,3820
Toyota,Prius,1.8,Hybrid,32066
Ford,Mondeo,2.0,Diesel,4248
Toyota,RAV4,2.0,Hybrid,11883
VW,Passat,1.6,Diesel,10631
Ford,Focus,1.0,Petrol,2418
VW,Polo,1.2,Diesel,11406
Ford,Fiesta,1.0,Petrol,3877
Ford,Focus,1.0,Petrol,5139
Toyota,Yaris,1.2,Hybrid,2922
Toyota,RAV4,2.0,Hybrid,7496
VW,Polo,1.2,Petrol,1761
Ford,Mondeo,2.0,Diesel,621
Toyota,RAV4,1.8,Hybrid,8472
Toyota,Prius,1.4,Hybrid,40337
Toyota,Yaris,1.4,Petrol,24099
Ford,Focus,1.6,Hybrid,23995
Ford,Fiesta,1.2,Petrol,3120
Toyota,Yaris,1.0,Petrol,3927
VW,Polo,1.0,Petrol,12336
Ford,Mondeo,1.8,Diesel,16734
VW,Polo,1.0,Petrol,1703
Toyota,Prius,1.0,Hybrid,4528
VW,Passat,1.6,Petrol,993
Porsche,911,2.6,Petrol,41631
BMW,M5,4.0,Petrol,42266
VW,Polo,1.2,Petrol,24396
Toyota,Prius,1.0,Hybrid,28016
Toyota,Prius,1.0,Hybrid,37593
Toyota,RAV4,2.2,Hybrid,3637
Ford,Fiesta,1.4,Hybrid,10312
BMW,X3,3.0,Petrol,6334
Toyota,RAV4,1.8,Hybrid,12498
Ford,Fiesta,1.0,Petrol,3890
Porsche,Cayenne,4.0,Petrol,26868
Porsche,718 Cayman,2.0,Petrol,45849
Ford,Fiesta,1.2,Petrol,8422
Ford,Focus,1.4,Diesel,682
VW,Polo,1.6,Petrol,2645
Toyota,Yaris,1.4,Petrol,2471
Toyota,RAV4,2.2,Hybrid,26052
Toyota,Yaris,1.0,Hybrid,2907
Ford,Mondeo,1.4,Diesel,2378
Toyota,RAV4,2.2,Hybrid,36161
Toyota,Prius,1.0,Hybrid,16390
Porsche,718 Cayman,2.4,Petrol,23033
Ford,Mondeo,1.6,Diesel,10209
VW,Passat,2.0,Diesel,52834
VW,Polo,2.0,Petrol,1032
Toyota,Prius,1.0,Hybrid,1708
BMW,X3,2.4,Diesel,53986
Ford,Fiesta,1.4,Petrol,1292
Toyota,Yaris,1.2,Hybrid,27061
Ford,Fiesta,1.4,Petrol,790
Ford,Fiesta,1.2,Petrol,2541
BMW,Z4,3.0,Petrol,8517
VW,Passat,1.8,Diesel,1807
VW,Golf,1.8,Hybrid,23528
VW,Passat,1.4,Petrol,5471
BMW,Z4,2.0,Petrol,4745
Porsche,911,3.0,Petrol,11506
BMW,Z4,2.2,Petrol,14711
Toyota,Prius,1.4,Hybrid,5234
VW,Polo,2.0,Petrol,7012
BMW,M5,5.0,Petrol,17020
VW,Polo,1.4,Petrol,7070
VW,Polo,1.0,Petrol,1014
Ford,Fiesta,1.4,Hybrid,299
Toyota,Prius,1.4,Hybrid,18753
Ford,Mondeo,1.4,Diesel,8417
Ford,Fiesta,1.4,Petrol,28012
Ford,Fiesta,1.2,Petrol,626
VW,Golf,1.4,Petrol,1371
Toyota,Prius,1.8,Hybrid,4049
Ford,Mondeo,1.6,Diesel,4003
Porsche,911,3.5,Petrol,4280
Ford,Fiesta,1.0,Diesel,24682
Ford,Mondeo,1.8,Diesel,1926
VW,Golf,1.4,Petrol,4073
Toyota,RAV4,1.8,Hybrid,26037
Ford,Mondeo,1.6,Diesel,14212
Ford,Fiesta,1.4,Petrol,2005
Toyota,Yaris,1.4,Petrol,20138
Ford,Focus,1.6,Petrol,15405
VW,Golf,2.0,Hybrid,25203
Ford,Fiesta,1.0,Petrol,4333
VW,Passat,1.6,Diesel,2701
Toyota,Yaris,1.4,Petrol,16123
Toyota,RAV4,1.8,Hybrid,61355
VW,Polo,1.6,Petrol,9106
VW,Passat,1.4,Diesel,16699
VW,Golf,1.8,Hybrid,46840
Toyota,RAV4,2.2,Hybrid,13309
Ford,Fiesta,1.0,Petrol,4489
Toyota,RAV4,1.8,Hybrid,41233
VW,Passat,2.0,Diesel,8166
Toyota,RAV4,1.8,Hybrid,6217
Toyota,Prius,1.8,Hybrid,8448
Ford,Mondeo,2.0,Diesel,10090
Ford,Focus,1.4,Petrol,13907
BMW,Z4,2.2,Petrol,23197
Toyota,Prius,1.0,Hybrid,15583
VW,Passat,1.4,Diesel,984
VW,Golf,1.8,Diesel,866
Toyota,Prius,1.8,Hybrid,7790
Toyota,Prius,1.8,Hybrid,4034
VW,Golf,2.0,Petrol,1373
VW,Polo,1.6,Diesel,19563
Ford,Focus,1.6,Petrol,3878
Ford,Fiesta,1.0,Petrol,1275
Ford,Focus,1.0,Petrol,1449
VW,Passat,2.0,Diesel,6502
Toyota,Prius,1.4,Hybrid,13704
VW,Passat,2.0,Petrol,1226
Ford,Fiesta,1.2,Petrol,562
VW,Golf,2.0,Diesel,28751
Porsche,718 Cayman,2.4,Petrol,1825
Toyota,Yaris,1.2,Hybrid,3795
Toyota,Yaris,1.2,Petrol,7163
VW,Golf,1.6,Petrol,4561
Toyota,Yaris,1.2,Hybrid,1700
VW,Golf,1.8,Diesel,3792
Toyota,Prius,1.4,Hybrid,26241
VW,Golf,1.6,Petrol,868
Porsche,Cayenne,3.5,Petrol,112291
Toyota,Prius,1.8,Hybrid,6443
Toyota,Prius,1.4,Hybrid,13137
Toyota,RAV4,2.4,Petrol,47440
VW,Passat,2.0,Diesel,3980
VW,Passat,2.0,Diesel,38093
Toyota,RAV4,2.0,Hybrid,5657
Toyota,RAV4,2.2,Petrol,7721
BMW,X3,3.0,Diesel,21314
Ford,Mondeo,1.6,Diesel,34635
Ford,Fiesta,1.4,Petrol,22500
VW,Passat,2.0,Diesel,16305
Toyota,RAV4,2.2,Hybrid,58089
Toyota,Yaris,1.0,Hybrid,13641
Toyota,RAV4,2.4,Hybrid,56399
VW,Golf,1.6,Petrol,28699
VW,Passat,1.8,Diesel,5986
BMW,M5,4.0,Petrol,23176
Ford,Fiesta,1.2,Petrol,3265
VW,Golf,1.4,Hybrid,1330
Ford,Fiesta,1.2,Petrol,10460
Toyota,Prius,1.0,Hybrid,3490
VW,Passat,2.0,Petrol,9111
VW,Polo,1.4,Petrol,12083
VW,Passat,1.4,Diesel,4404
Ford,Focus,1.4,Petrol,15170
Ford,Fiesta,1.0,Petrol,2133
VW,Polo,1.6,Petrol,6245
Ford,Fiesta,1.0,Petrol,1190
Ford,Fiesta,1.0,Petrol,1172
VW,Golf,1.8,Diesel,4585
Toyota,Yaris,1.0,Petrol,2546
Ford,Fiesta,1.4,Hybrid,1821
VW,Golf,1.6,Petrol,1593
VW,Golf,1.2,Petrol,16069
BMW,X3,3.0,Diesel,18353
VW,Golf,2.0,Petrol,15598
VW,Golf,2.0,Petrol,553
VW,Golf,2.0,Hybrid,3201
Toyota,RAV4,2.2,Petrol,7357
VW,Golf,1.2,Diesel,4217
Toyota,Prius,1.4,Hybrid,10094
Ford,Fiesta,1.2,Petrol,6130
Ford,Fiesta,1.2,Petrol,1494
VW,Golf,1.2,Diesel,25845
VW,Passat,1.4,Diesel,22027
BMW,Z4,2.4,Petrol,10054
Ford,Fiesta,1.2,Petrol,711
BMW,Z4,2.4,Petrol,9076
Toyota,Prius,1.4,Hybrid,1254
Ford,Focus,1.4,Petrol,17783
Toyota,Prius,1.0,Hybrid,5946
Toyota,Yaris,1.0,Hybrid,1874
Toyota,Yaris,1.0,Petrol,14547
Porsche,Cayenne,4.0,Petrol,3288
VW,Golf,1.6,Petrol,14472
Porsche,718 Cayman,2.0,Petrol,4195
VW,Polo,1.6,Diesel,9938
Ford,Fiesta,1.0,Petrol,21627
VW,Golf,1.8,Diesel,347
VW,Golf,2.0,Diesel,2492
Ford,Focus,1.8,Petrol,24812
VW,Passat,1.8,Diesel,3015
Toyota,Prius,1.8,Hybrid,1246
Toyota,Prius,1.0,Hybrid,4614
Ford,Mondeo,1.6,Diesel,14830
VW,Passat,1.4,Diesel,3079
VW,Golf,1.2,Petrol,14381
Toyota,Yaris,1.0,Petrol,5892
Toyota,RAV4,2.2,Hybrid,53498
Ford,Mondeo,2.0,Diesel,2033
VW,Golf,1.8,Petrol,4428
Toyota,Yaris,1.4,Petrol,1828
Toyota,Prius,1.8,Hybrid,27548
Ford,Mondeo,1.8,Diesel,2835
Porsche,Cayenne,2.6,Petrol,5199
BMW,Z4,3.0,Petrol,10337
Toyota,RAV4,2.0,Petrol,1451
Toyota,RAV4,2.4,Hybrid,2649
Toyota,Prius,1.0,Hybrid,23710
Toyota,Prius,1.8,Hybrid,7370
VW,Passat,1.8,Diesel,2599
VW,Passat,1.8,Diesel,1741
Toyota,Yaris,1.2,Petrol,24137
BMW,X3,2.4,Diesel,3506
VW,Polo,1.2,Petrol,504
Toyota,RAV4,2.4,Hybrid,4417
BMW,X3,2.0,Diesel,12551
VW,Passat,2.0,Diesel,13051
Ford,Mondeo,1.4,Diesel,2525
VW,Golf,1.2,Petrol,2906
VW,Passat,2.0,Diesel,42566
Toyota,Prius,1.4,Hybrid,3160
Ford,Mondeo,1.8,Diesel,22447
VW,Golf,2.0,Diesel,6522
VW,Passat,1.8,Diesel,9454
Ford,Focus,2.0,Petrol,7435
VW,Golf,1.2,Diesel,6189
Ford,Fiesta,1.0,Petrol,7029
VW,Polo,1.0,Petrol,6264
BMW,X3,2.4,Diesel,12369
Ford,Fiesta,1.2,Petrol,3485
Ford,Focus,1.0,Petrol,16978
Ford,Focus,1.0,Petrol,6165
Porsche,718 Cayman,2.0,Petrol,3863
Toyota,Prius,1.8,Hybrid,43267
VW,Passat,1.8,Diesel,33040
VW,Golf,2.0,Hybrid,15221
Toyota,Yaris,1.4,Petrol,9024
VW,Golf,1.4,Petrol,8714
Toyota,Yaris,1.4,Hybrid,6094
Ford,Focus,1.4,Petrol,685
Ford,Fiesta,1.4,Petrol,13247
Ford,Focus,1.6,Diesel,31681
Toyota,Prius,1.4,Hybrid,19200
Toyota,Prius,1.0,Hybrid,3678
Ford,Mondeo,1.8,Diesel,4223
VW,Passat,2.0,Diesel,10956
Porsche,Cayenne,3.0,Diesel,48452
VW,Polo,1.0,Petrol,10340
Ford,Fiesta,1.4,Petrol,2761
VW,Passat,1.8,Petrol,8200
Ford,Focus,1.8,Petrol,25864
BMW,M5,4.0,Petrol,133519
Toyota,Prius,1.0,Hybrid,326
VW,Passat,2.0,Diesel,9376
Ford,Fiesta,1.4,Petrol,7145
Porsche,Cayenne,2.6,Petrol,11807
Toyota,Prius,1.8,Hybrid,14011
VW,Passat,1.6,Diesel,4191
BMW,M5,5.0,Petrol,5333
Ford,Focus,2.0,Diesel,31356
VW,Polo,2.0,Petrol,6784
BMW,Z4,2.4,Petrol,4296
Porsche,718 Cayman,2.0,Petrol,21147
Ford,Fiesta,1.4,Petrol,246
VW,Passat,1.8,Diesel,1938
Porsche,Cayenne,4.0,Petrol,52373
Ford,Fiesta,1.2,Petrol,1462
Toyota,Yaris,1.0,Petrol,2638
VW,Polo,2.0,Petrol,11420
VW,Passat,1.8,Petrol,2901
Porsche,Cayenne,3.5,Petrol,2406
VW,Passat,1.8,Petrol,31072
Ford,Focus,1.0,Petrol,4675
VW,Passat,1.8,Petrol,6637
Toyota,RAV4,2.0,Hybrid,22033
BMW,Z4,2.0,Petrol,14147
Toyota,Prius,1.8,Hybrid,16856
VW,Polo,1.4,Petrol,1549
VW,Passat,1.6,Diesel,1294
BMW,M5,4.4,Petrol,15521
BMW,Z4,2.2,Petrol,32427
BMW,M5,4.0,Petrol,53532
Ford,Mondeo,1.8,Diesel,8096
Toyota,Prius,1.8,Hybrid,2326
VW,Passat,2.0,Petrol,23342
Ford,Focus,1.4,Petrol,3505
Toyota,RAV4,2.0,Hybrid,28970
Ford,Fiesta,1.0,Petrol,5674
Ford,Focus,1.6,Petrol,15916
Toyota,RAV4,2.2,Hybrid,26491
VW,Golf,1.6,Petrol,10729
Toyota,Yaris,1.4,Hybrid,26200
Toyota,Prius,1.0,Hybrid,1939
Toyota,RAV4,2.4,Petrol,8717
VW,Golf,1.2,Petrol,6963
VW,Passat,2.0,Petrol,14818
VW,Golf,1.6,Petrol,5339
Ford,Mondeo,1.6,Diesel,4669
VW,Polo,1.2,Petrol,21418
Ford,Fiesta,1.4,Petrol,8241
VW,Polo,1.0,Petrol,2812
VW,Polo,1.0,Petrol,15534
VW,Golf,1.6,Diesel,2877
Toyota,RAV4,2.0,Hybrid,1835
Toyota,RAV4,2.0,Hybrid,11865
Ford,Fiesta,1.2,Petrol,2701
Toyota,Prius,1.8,Hybrid,1143
VW,Golf,1.8,Diesel,1968
VW,Golf,1.6,Petrol,3883
VW,Golf,1.6,Diesel,1994
Ford,Fiesta,1.0,Petrol,10585
BMW,M5,4.4,Petrol,16213
Ford,Focus,1.0,Diesel,1238
Toyota,Yaris,1.0,Petrol,1029
VW,Polo,1.6,Petrol,16381
Ford,Fiesta,1.4,Petrol,1412
VW,Golf,2.0,Petrol,18577
Ford,Fiesta,1.4,Hybrid,21395
VW,Golf,1.2,Petrol,10616
VW,Polo,1.6,Petrol,13548
Toyota,Prius,1.8,Hybrid,34672
VW,Golf,1.4,Petrol,995
Ford,Mondeo,1.6,Diesel,6629
VW,Passat,1.6,Diesel,1550
VW,Polo,2.0,Petrol,3626
Ford,Mondeo,1.4,Diesel,8817
VW,Golf,1.2,Petrol,22971
Toyota,Yaris,1.0,Petrol,8966
VW,Golf,1.6,Petrol,23240
Ford,Focus,1.4,Diesel,24243
VW,Passat,1.6,Diesel,19040
Ford,Focus,1.6,Petrol,10299
VW,Polo,2.0,Petrol,15262
Ford,Mondeo,1.8,Diesel,1670
Ford,Mondeo,1.8,Diesel,31005
VW,Golf,1.4,Hybrid,743
Toyota,RAV4,2.2,Hybrid,49155
Toyota,Yaris,1.4,Hybrid,10353
Toyota,Yaris,1.0,Petrol,3416
Toyota,RAV4,2.2,Petrol,16081
VW,Golf,1.8,Petrol,1820
BMW,X3,3.0,Diesel,60042
Toyota,RAV4,2.0,Hybrid,41679
Toyota,Yaris,1.2,Petrol,25019
Ford,Focus,1.6,Hybrid,4269
Toyota,Yaris,1.0,Petrol,15212
VW,Golf,2.0,Petrol,31557
VW,Golf,1.8,Petrol,2800
Ford,Mondeo,1.8,Diesel,10561
