Manufacturer,Model,Engine size,Fuel type,Price,is_Premium_Brand,Premium_Fuel_Type
Ford,Focus,1.0,Diesel,9055,0,0
Toyota,Prius,1.4,Hybrid,6565,0,1
Toyota,RAV4,2.0,Hybrid,1340,0,1
VW,Golf,2.0,Petrol,2042,0,0
Ford,Mondeo,2.0,Diesel,7359,0,0
Toyota,Prius,1.8,Hybrid,1669,0,1
Ford,Focus,1.6,Petrol,4122,0,0
Toyota,Yaris,1.0,Hybrid,12832,0,1
VW,Polo,1.2,Petrol,3682,0,0
Toyota,RAV4,2.4,Hybrid,7559,0,1
Toyota,Prius,1.0,Hybrid,25070,0,1
Ford,Fiesta,1.4,Hybrid,22406,0,1
BMW,Z4,2.4,Petrol,2153,1,0
VW,Golf,2.0,Petrol,23219,0,0
Toyota,Prius,1.8,Hybrid,2310,0,1
Ford,Focus,1.4,Diesel,5603,0,0
Ford,Mondeo,1.8,Diesel,16264,0,0
Toyota,Prius,1.4,Hybrid,8582,0,1
Ford,Fiesta,1.0,Hybrid,5537,0,1
Toyota,RAV4,2.2,Hybrid,61036,0,1
BMW,X3,3.0,Diesel,7644,1,0
VW,Golf,1.8,Diesel,29046,0,0
BMW,Z4,2.4,Petrol,2358,1,0
Ford,Fiesta,1.0,Petrol,9319,0,0
BMW,X3,2.4,Diesel,11436,1,0
VW,Passat,1.4,Diesel,29770,0,0
VW,Golf,1.4,Petrol,7364,0,0
Toyota,RAV4,2.4,Hybrid,16210,0,1
Toyota,Yaris,1.0,Petrol,5960,0,0
Ford,Focus,1.8,Diesel,5458,0,0
BMW,Z4,2.0,Petrol,14574,1,0
Toyota,RAV4,2.2,Hybrid,39490,0,1
Toyota,RAV4,1.8,Hybrid,9268,0,1
Ford,Fiesta,1.2,Petrol,1666,0,0
VW,Golf,1.8,Petrol,8529,0,0
VW,Passat,1.6,Petrol,1490,0,0
BMW,M5,4.0,Petrol,33178,1,0
Toyota,Prius,1.8,Hybrid,5433,0,1
Ford,Mondeo,1.8,Diesel,8010,0,0
Toyota,Yaris,1.2,Hybrid,7353,0,1
Ford,Fiesta,1.0,Petrol,8369,0,0
VW,Passat,2.0,Diesel,16440,0,0
BMW,M5,4.4,Petrol,20620,1,0
Ford,Mondeo,2.0,Diesel,847,0,0
VW,Golf,1.6,Petrol,16734,0,0
VW,Golf,1.4,Petrol,15568,0,0
Toyota,RAV4,1.8,Hybrid,4401,0,1
BMW,M5,4.0,Petrol,9780,1,0
Toyota,Yaris,1.2,Hybrid,523,0,1
Ford,Focus,1.8,Petrol,7636,0,0
VW,Passat,2.0,Diesel,3134,0,0
Ford,Mondeo,1.6,Diesel,1788,0,0
VW,Polo,1.4,Diesel,5514,0,0
BMW,X3,2.4,Diesel,28301,1,0
VW,Golf,1.8,Diesel,826,0,0
Toyota,Prius,1.0,Hybrid,4151,0,1
VW,Polo,1.4,Petrol,12655,0,0
VW,Polo,1.0,Petrol,26442,0,0
Ford,Mondeo,2.0,Diesel,712,0,0
VW,Passat,1.8,Diesel,4423,0,0
BMW,M5,5.0,Petrol,17076,1,0
Toyota,RAV4,1.8,Hybrid,20354,0,1
BMW,X3,3.0,Diesel,7251,1,0
Toyota,Prius,1.4,Hybrid,2036,0,1
VW,Golf,2.0,Diesel,792,0,0
VW,Passat,1.4,Diesel,6230,0,0
Toyota,Yaris,1.2,Petrol,9478,0,0
Porsche,911,3.5,Petrol,1450,1,0
Ford,Mondeo,1.8,Hybrid,1316,0,1
Ford,Mondeo,1.4,Diesel,30686,0,0
VW,Polo,2.0,Petrol,4134,0,0
Porsche,718 Cayman,4.0,Petrol,5081,1,0
Ford,Mondeo,2.0,Hybrid,2158,0,1
Ford,Fiesta,1.2,Petrol,3172,0,0
Ford,Fiesta,1.0,Diesel,2461,0,0
Ford,Focus,1.6,Petrol,1618,0,0
VW,Polo,1.2,Petrol,16983,0,0
VW,Passat,1.6,Diesel,4991,0,0
Toyota,Prius,1.8,Hybrid,3001,0,1
VW,Passat,1.4,Diesel,28110,0,0
Porsche,Cayenne,3.0,Petrol,7807,1,0
Ford,Mondeo,1.8,Diesel,15214,0,0
VW,Passat,1.4,Diesel,3260,0,0
Ford,Mondeo,1.8,Petrol,24331,0,0
BMW,Z4,2.0,Petrol,2015,1,0
VW,Polo,1.4,Petrol,5179,0,0
VW,Passat,1.8,Diesel,14223,0,0
VW,Golf,1.8,Petrol,8493,0,0
Toyota,RAV4,2.4,Petrol,7628,0,0
Toyota,Prius,1.4,Hybrid,10340,0,1
Toyota,Yaris,1.0,Hybrid,1543,0,1
Ford,Fiesta,1.0,Petrol,663,0,0
Toyota,Yaris,1.2,Hybrid,28494,0,1
Toyota,Yaris,1.4,Petrol,6192,0,0
Ford,Fiesta,1.4,Petrol,9072,0,0
Toyota,Prius,1.0,Hybrid,15506,0,1
BMW,X3,3.0,Diesel,2756,1,0
VW,Passat,1.8,Diesel,8350,0,0
Ford,Fiesta,1.0,Petrol,3477,0,0
BMW,M5,5.0,Petrol,81582,1,0
Toyota,Prius,1.4,Hybrid,13320,0,1
Ford,Mondeo,1.6,Diesel,5105,0,0
BMW,Z4,2.4,Petrol,2951,1,0
VW,Passat,2.0,Diesel,1160,0,0
Toyota,Yaris,1.2,Hybrid,2323,0,1
Ford,Fiesta,1.0,Petrol,3305,0,0
Ford,Focus,1.8,Diesel,6011,0,0
Ford,Fiesta,1.0,Petrol,15289,0,0
Toyota,RAV4,2.4,Hybrid,45629,0,1
Toyota,Prius,1.4,Hybrid,5033,0,1
Ford,Mondeo,1.4,Hybrid,1295,0,1
BMW,M5,4.0,Petrol,46300,1,0
Toyota,RAV4,2.2,Petrol,55938,0,0
Toyota,Yaris,1.0,Hybrid,1629,0,1
Toyota,RAV4,1.8,Hybrid,19946,0,1
Ford,Focus,2.0,Diesel,20549,0,0
Toyota,RAV4,2.2,Petrol,21087,0,0
Ford,Fiesta,1.4,Petrol,6243,0,0
Toyota,Prius,1.8,Hybrid,44031,0,1
BMW,M5,4.4,Petrol,39978,1,0
Ford,Focus,1.6,Diesel,21891,0,0
Toyota,Prius,1.4,Hybrid,37986,0,1
Toyota,Prius,1.0,Hybrid,27168,0,1
Ford,Mondeo,1.6,Hybrid,15704,0,1
VW,Polo,1.0,Petrol,623,0,0
VW,Polo,1.6,Petrol,481,0,0
Toyota,RAV4,2.2,Hybrid,6696,0,1
Ford,Fiesta,1.0,Petrol,12431,0,0
Ford,Focus,1.4,Diesel,4958,0,0
Toyota,Prius,1.0,Hybrid,4727,0,1
Ford,Mondeo,1.4,Hybrid,288,0,1
Toyota,RAV4,1.8,Hybrid,3511,0,1
VW,Polo,1.4,Petrol,8754,0,0
Ford,Mondeo,1.4,Petrol,1151,0,0
Ford,Focus,1.8,Petrol,28276,0,0
Ford,Mondeo,1.8,Diesel,6583,0,0
BMW,X3,2.4,Diesel,2537,1,0
VW,Passat,2.0,Diesel,1405,0,0
Toyota,RAV4,2.4,Hybrid,35261,0,1
VW,Passat,2.0,Petrol,12520,0,0
VW,Passat,1.4,Diesel,13834,0,0
Toyota,RAV4,2.4,Hybrid,9530,0,1
Ford,Mondeo,2.0,Diesel,3054,0,0
VW,Polo,2.0,Petrol,6735,0,0
VW,Passat,1.4,Diesel,2329,0,0
Toyota,Yaris,1.4,Hybrid,17444,0,1
Ford,Focus,1.8,Petrol,4213,0,0
Porsche,911,2.2,Petrol,88301,1,0
Ford,Focus,1.8,Petrol,23202,0,0
BMW,M5,5.0,Petrol,2933,1,0
Porsche,Cayenne,4.0,Diesel,48962,1,0
VW,Golf,2.0,Petrol,2265,0,0
Toyota,Prius,1.8,Hybrid,5378,0,1
Porsche,911,3.0,Petrol,58184,1,0
VW,Polo,1.6,Petrol,4564,0,0
Ford,Fiesta,1.0,Diesel,10368,0,0
VW,Golf,1.2,Petrol,7864,0,0
VW,Golf,1.6,Petrol,498,0,0
VW,Polo,1.0,Petrol,1071,0,0
Toyota,Yaris,1.0,Hybrid,9909,0,1
Ford,Fiesta,1.2,Hybrid,20499,0,1
VW,Passat,1.6,Diesel,25261,0,0
Ford,Fiesta,1.4,Hybrid,14869,0,1
Ford,Focus,2.0,Diesel,11191,0,0
Toyota,Prius,1.8,Hybrid,1947,0,1
Ford,Mondeo,1.6,Diesel,7492,0,0
Ford,Fiesta,1.0,Petrol,5848,0,0
BMW,X3,2.4,Diesel,4467,1,0
VW,Passat,1.8,Diesel,40128,0,0
Ford,Focus,1.6,Petrol,3916,0,0
Porsche,Cayenne,4.0,Petrol,25699,1,0
VW,Polo,1.0,Diesel,17008,0,0
VW,Passat,1.6,Diesel,8786,0,0
Ford,Focus,1.8,Petrol,1201,0,0
Toyota,RAV4,2.0,Hybrid,45244,0,1
VW,Passat,1.8,Petrol,6116,0,0
Ford,Focus,2.0,Petrol,32933,0,0
VW,Passat,2.0,Diesel,6714,0,0
Porsche,911,3.0,Petrol,108502,1,0
Ford,Mondeo,1.4,Diesel,3846,0,0
Ford,Fiesta,1.4,Petrol,1028,0,0
Ford,Mondeo,1.8,Diesel,36292,0,0
VW,Golf,1.8,Petrol,4116,0,0
VW,Polo,2.0,Petrol,1240,0,0
Ford,Mondeo,1.6,Hybrid,5655,0,1
BMW,X3,2.0,Petrol,9838,1,0
VW,Passat,1.8,Diesel,29062,0,0
Ford,Mondeo,1.6,Diesel,25571,0,0
VW,Passat,1.4,Diesel,19807,0,0
VW,Golf,1.8,Petrol,32591,0,0
Toyota,Yaris,1.4,Petrol,3251,0,0
Ford,Mondeo,1.4,Diesel,17486,0,0
Toyota,Yaris,1.2,Hybrid,3700,0,1
VW,Polo,1.2,Petrol,20017,0,0
VW,Polo,1.6,Petrol,24144,0,0
Toyota,Prius,1.4,Hybrid,19003,0,1
Ford,Focus,1.6,Diesel,3965,0,0
BMW,X3,2.0,Diesel,27788,1,0
Toyota,Yaris,1.0,Hybrid,24165,0,1
Toyota,RAV4,2.0,Hybrid,7806,0,1
Toyota,RAV4,1.8,Hybrid,5392,0,1
Ford,Mondeo,1.8,Petrol,33431,0,0
BMW,Z4,2.4,Petrol,6557,1,0
Toyota,Prius,1.4,Hybrid,34554,0,1
Toyota,Prius,1.8,Hybrid,7064,0,1
Porsche,Cayenne,3.0,Petrol,1406,1,0
Ford,Fiesta,1.2,Petrol,1870,0,0
Ford,Fiesta,1.2,Petrol,2630,0,0
Toyota,Prius,1.4,Hybrid,2401,0,1
VW,Golf,1.8,Petrol,2594,0,0
Toyota,Yaris,1.4,Hybrid,616,0,1
VW,Golf,1.4,Diesel,22294,0,0
Toyota,Prius,1.4,Hybrid,24392,0,1
VW,Passat,1.6,Diesel,4154,0,0
Toyota,RAV4,2.4,Hybrid,46204,0,1
Ford,Mondeo,1.4,Diesel,1331,0,0
VW,Golf,1.4,Diesel,6521,0,0
VW,Golf,2.0,Hybrid,33789,0,1
VW,Passat,1.4,Diesel,19232,0,0
Toyota,Yaris,1.4,Hybrid,6169,0,1
BMW,M5,4.0,Petrol,19861,1,0
VW,Passat,1.6,Diesel,3039,0,0
VW,Polo,1.2,Petrol,14314,0,0
Toyota,RAV4,2.4,Hybrid,22784,0,1
VW,Polo,1.4,Petrol,2884,0,0
Toyota,Prius,1.4,Hybrid,30691,0,1
VW,Golf,2.0,Petrol,6285,0,0
VW,Polo,2.0,Diesel,27846,0,0
Toyota,Prius,1.4,Hybrid,3322,0,1
Toyota,Yaris,1.4,Hybrid,9212,0,1
BMW,Z4,2.2,Petrol,2799,1,0
Ford,Fiesta,1.4,Petrol,655,0,0
Toyota,Prius,1.4,Hybrid,39875,0,1
Toyota,Prius,1.0,Hybrid,1923,0,1
Toyota,RAV4,2.4,Hybrid,4330,0,1
Ford,Mondeo,1.8,Diesel,13730,0,0
VW,Passat,2.0,Diesel,24572,0,0
VW,Golf,1.6,Petrol,11822,0,0
VW,Passat,2.0,Petrol,4257,0,0
Ford,Fiesta,1.2,Petrol,5699,0,0
Toyota,RAV4,2.4,Hybrid,63486,0,1
Ford,Focus,1.4,Petrol,5738,0,0
VW,Golf,1.8,Hybrid,566,0,1
BMW,M5,5.0,Petrol,6361,1,0
Toyota,Prius,1.8,Hybrid,37403,0,1
VW,Golf,1.4,Diesel,4270,0,0
Toyota,Prius,1.8,Hybrid,2508,0,1
Toyota,Yaris,1.4,Hybrid,34739,0,1
Ford,Mondeo,1.8,Diesel,26373,0,0
VW,Passat,1.8,Diesel,3918,0,0
VW,Golf,2.0,Petrol,5281,0,0
Toyota,Prius,1.8,Hybrid,5194,0,1
Toyota,RAV4,2.0,Petrol,10469,0,0
VW,Passat,1.8,Diesel,933,0,0
BMW,Z4,3.0,Petrol,38166,1,0
Toyota,Yaris,1.2,Hybrid,34537,0,1
BMW,Z4,3.0,Petrol,7912,1,0
VW,Passat,1.6,Diesel,17043,0,0
VW,Passat,1.8,Petrol,18408,0,0
VW,Golf,1.2,Petrol,1656,0,0
VW,Polo,1.4,Petrol,2799,0,0
Ford,Fiesta,1.4,Petrol,8298,0,0
Toyota,Yaris,1.4,Petrol,3820,0,0
Toyota,Prius,1.8,Hybrid,32066,0,1
Ford,Mondeo,2.0,Diesel,4248,0,0
Toyota,RAV4,2.0,Hybrid,11883,0,1
VW,Passat,1.6,Diesel,10631,0,0
Ford,Focus,1.0,Petrol,2418,0,0
VW,Polo,1.2,Diesel,11406,0,0
Ford,Fiesta,1.0,Petrol,3877,0,0
Ford,Focus,1.0,Petrol,5139,0,0
Toyota,Yaris,1.2,Hybrid,2922,0,1
Toyota,RAV4,2.0,Hybrid,7496,0,1
VW,Polo,1.2,Petrol,1761,0,0
Ford,Mondeo,2.0,Diesel,621,0,0
Toyota,RAV4,1.8,Hybrid,8472,0,1
Toyota,Prius,1.4,Hybrid,40337,0,1
Toyota,Yaris,1.4,Petrol,24099,0,0
Ford,Focus,1.6,Hybrid,23995,0,1
Ford,Fiesta,1.2,Petrol,3120,0,0
Toyota,Yaris,1.0,Petrol,3927,0,0
VW,Polo,1.0,Petrol,12336,0,0
Ford,Mondeo,1.8,Diesel,16734,0,0
VW,Polo,1.0,Petrol,1703,0,0
Toyota,Prius,1.0,Hybrid,4528,0,1
VW,Passat,1.6,Petrol,993,0,0
Porsche,911,2.6,Petrol,41631,1,0
BMW,M5,4.0,Petrol,42266,1,0
VW,Polo,1.2,Petrol,24396,0,0
Toyota,Prius,1.0,Hybrid,28016,0,1
Toyota,Prius,1.0,Hybrid,37593,0,1
Toyota,RAV4,2.2,Hybrid,3637,0,1
Ford,Fiesta,1.4,Hybrid,10312,0,1
BMW,X3,3.0,Petrol,6334,1,0
Toyota,RAV4,1.8,Hybrid,12498,0,1
Ford,Fiesta,1.0,Petrol,3890,0,0
Porsche,Cayenne,4.0,Petrol,26868,1,0
Porsche,718 Cayman,2.0,Petrol,45849,1,0
Ford,Fiesta,1.2,Petrol,8422,0,0
Ford,Focus,1.4,Diesel,682,0,0
VW,Polo,1.6,Petrol,2645,0,0
Toyota,Yaris,1.4,Petrol,2471,0,0
Toyota,RAV4,2.2,Hybrid,26052,0,1
Toyota,Yaris,1.0,Hybrid,2907,0,1
Ford,Mondeo,1.4,Diesel,2378,0,0
Toyota,RAV4,2.2,Hybrid,36161,0,1
Toyota,Prius,1.0,Hybrid,16390,0,1
Porsche,718 Cayman,2.4,Petrol,23033,1,0
Ford,Mondeo,1.6,Diesel,10209,0,0
VW,Passat,2.0,Diesel,52834,0,0
VW,Polo,2.0,Petrol,1032,0,0
Toyota,Prius,1.0,Hybrid,1708,0,1
BMW,X3,2.4,Diesel,53986,1,0
Ford,Fiesta,1.4,Petrol,1292,0,0
Toyota,Yaris,1.2,Hybrid,27061,0,1
Ford,Fiesta,1.4,Petrol,790,0,0
Ford,Fiesta,1.2,Petrol,2541,0,0
BMW,Z4,3.0,Petrol,8517,1,0
VW,Passat,1.8,Diesel,1807,0,0
VW,Golf,1.8,Hybrid,23528,0,1
VW,Passat,1.4,Petrol,5471,0,0
BMW,Z4,2.0,Petrol,4745,1,0
Porsche,911,3.0,Petrol,11506,1,0
BMW,Z4,2.2,Petrol,14711,1,0
Toyota,Prius,1.4,Hybrid,5234,0,1
VW,Polo,2.0,Petrol,7012,0,0
BMW,M5,5.0,Petrol,17020,1,0
VW,Polo,1.4,Petrol,7070,0,0
VW,Polo,1.0,Petrol,1014,0,0
Ford,Fiesta,1.4,Hybrid,299,0,1
Toyota,Prius,1.4,Hybrid,18753,0,1
Ford,Mondeo,1.4,Diesel,8417,0,0
Ford,Fiesta,1.4,Petrol,28012,0,0
Ford,Fiesta,1.2,Petrol,626,0,0
VW,Golf,1.4,Petrol,1371,0,0
Toyota,Prius,1.8,Hybrid,4049,0,1
Ford,Mondeo,1.6,Diesel,4003,0,0
Porsche,911,3.5,Petrol,4280,1,0
Ford,Fiesta,1.0,Diesel,24682,0,0
Ford,Mondeo,1.8,Diesel,1926,0,0
VW,Golf,1.4,Petrol,4073,0,0
Toyota,RAV4,1.8,Hybrid,26037,0,1
Ford,Mondeo,1.6,Diesel,14212,0,0
Ford,Fiesta,1.4,Petrol,2005,0,0
Toyota,Yaris,1.4,Petrol,20138,0,0
Ford,Focus,1.6,Petrol,15405,0,0
VW,Golf,2.0,Hybrid,25203,0,1
Ford,Fiesta,1.0,Petrol,4333,0,0
VW,Passat,1.6,Diesel,2701,0,0
Toyota,Yaris,1.4,Petrol,16123,0,0
Toyota,RAV4,1.8,Hybrid,61355,0,1
VW,Polo,1.6,Petrol,9106,0,0
VW,Passat,1.4,Diesel,16699,0,0
VW,Golf,1.8,Hybrid,46840,0,1
Toyota,RAV4,2.2,Hybrid,13309,0,1
Ford,Fiesta,1.0,Petrol,4489,0,0
Toyota,RAV4,1.8,Hybrid,41233,0,1
VW,Passat,2.0,Diesel,8166,0,0
Toyota,RAV4,1.8,Hybrid,6217,0,1
Toyota,Prius,1.8,Hybrid,8448,0,1
Ford,Mondeo,2.0,Diesel,10090,0,0
Ford,Focus,1.4,Petrol,13907,0,0
BMW,Z4,2.2,Petrol,23197,1,0
Toyota,Prius,1.0,Hybrid,15583,0,1
VW,Passat,1.4,Diesel,984,0,0
VW,Golf,1.8,Diesel,866,0,0
Toyota,Prius,1.8,Hybrid,7790,0,1
Toyota,Prius,1.8,Hybrid,4034,0,1
VW,Golf,2.0,Petrol,1373,0,0
VW,Polo,1.6,Diesel,19563,0,0
Ford,Focus,1.6,Petrol,3878,0,0
Ford,Fiesta,1.0,Petrol,1275,0,0
Ford,Focus,1.0,Petrol,1449,0,0
VW,Passat,2.0,Diesel,6502,0,0
Toyota,Prius,1.4,Hybrid,13704,0,1
VW,Passat,2.0,Petrol,1226,0,0
Ford,Fiesta,1.2,Petrol,562,0,0
VW,Golf,2.0,Diesel,28751,0,0
Porsche,718 Cayman,2.4,Petrol,1825,1,0
Toyota,Yaris,1.2,Hybrid,3795,0,1
Toyota,Yaris,1.2,Petrol,7163,0,0
VW,Golf,1.6,Petrol,4561,0,0
Toyota,Yaris,1.2,Hybrid,1700,0,1
VW,Golf,1.8,Diesel,3792,0,0
Toyota,Prius,1.4,Hybrid,26241,0,1
VW,Golf,1.6,Petrol,868,0,0
Porsche,Cayenne,3.5,Petrol,112291,1,0
Toyota,Prius,1.8,Hybrid,6443,0,1
Toyota,Prius,1.4,Hybrid,13137,0,1
Toyota,RAV4,2.4,Petrol,47440,0,0
VW,Passat,2.0,Diesel,3980,0,0
VW,Passat,2.0,Diesel,38093,0,0
Toyota,RAV4,2.0,Hybrid,5657,0,1
Toyota,RAV4,2.2,Petrol,7721,0,0
BMW,X3,3.0,Diesel,21314,1,0
Ford,Mondeo,1.6,Diesel,34635,0,0
Ford,Fiesta,1.4,Petrol,22500,0,0
VW,Passat,2.0,Diesel,16305,0,0
Toyota,RAV4,2.2,Hybrid,58089,0,1
Toyota,Yaris,1.0,Hybrid,13641,0,1
Toyota,RAV4,2.4,Hybrid,56399,0,1
VW,Golf,1.6,Petrol,28699,0,0
VW,Passat,1.8,Diesel,5986,0,0
BMW,M5,4.0,Petrol,23176,1,0
Ford,Fiesta,1.2,Petrol,3265,0,0
VW,Golf,1.4,Hybrid,1330,0,1
Ford,Fiesta,1.2,Petrol,10460,0,0
Toyota,Prius,1.0,Hybrid,3490,0,1
VW,Passat,2.0,Petrol,9111,0,0
VW,Polo,1.4,Petrol,12083,0,0
VW,Passat,1.4,Diesel,4404,0,0
Ford,Focus,1.4,Petrol,15170,0,0
Ford,Fiesta,1.0,Petrol,2133,0,0
VW,Polo,1.6,Petrol,6245,0,0
Ford,Fiesta,1.0,Petrol,1190,0,0
Ford,Fiesta,1.0,Petrol,1172,0,0
VW,Golf,1.8,Diesel,4585,0,0
Toyota,Yaris,1.0,Petrol,2546,0,0
Ford,Fiesta,1.4,Hybrid,1821,0,1
VW,Golf,1.6,Petrol,1593,0,0
VW,Golf,1.2,Petrol,16069,0,0
BMW,X3,3.0,Diesel,18353,1,0
VW,Golf,2.0,Petrol,15598,0,0
VW,Golf,2.0,Petrol,553,0,0
VW,Golf,2.0,Hybrid,3201,0,1
Toyota,RAV4,2.2,Petrol,7357,0,0
VW,Golf,1.2,Diesel,4217,0,0
Toyota,Prius,1.4,Hybrid,10094,0,1
Ford,Fiesta,1.2,Petrol,6130,0,0
Ford,Fiesta,1.2,Petrol,1494,0,0
VW,Golf,1.2,Diesel,25845,0,0
VW,Passat,1.4,Diesel,22027,0,0
BMW,Z4,2.4,Petrol,10054,1,0
Ford,Fiesta,1.2,Petrol,711,0,0
BMW,Z4,2.4,Petrol,9076,1,0
Toyota,Prius,1.4,Hybrid,1254,0,1
Ford,Focus,1.4,Petrol,17783,0,0
Toyota,Prius,1.0,Hybrid,5946,0,1
Toyota,Yaris,1.0,Hybrid,1874,0,1
Toyota,Yaris,1.0,Petrol,14547,0,0
Porsche,Cayenne,4.0,Petrol,3288,1,0
VW,Golf,1.6,Petrol,14472,0,0
Porsche,718 Cayman,2.0,Petrol,4195,1,0
VW,Polo,1.6,Diesel,9938,0,0
Ford,Fiesta,1.0,Petrol,21627,0,0
VW,Golf,1.8,Diesel,347,0,0
VW,Golf,2.0,Diesel,2492,0,0
Ford,Focus,1.8,Petrol,24812,0,0
VW,Passat,1.8,Diesel,3015,0,0
Toyota,Prius,1.8,Hybrid,1246,0,1
Toyota,Prius,1.0,Hybrid,4614,0,1
Ford,Mondeo,1.6,Diesel,14830,0,0
VW,Passat,1.4,Diesel,3079,0,0
VW,Golf,1.2,Petrol,14381,0,0
Toyota,Yaris,1.0,Petrol,5892,0,0
Toyota,RAV4,2.2,Hybrid,53498,0,1
Ford,Mondeo,2.0,Diesel,2033,0,0
VW,Golf,1.8,Petrol,4428,0,0
Toyota,Yaris,1.4,Petrol,1828,0,0
Toyota,Prius,1.8,Hybrid,27548,0,1
Ford,Mondeo,1.8,Diesel,2835,0,0
Porsche,Cayenne,2.6,Petrol,5199,1,0
BMW,Z4,3.0,Petrol,10337,1,0
Toyota,RAV4,2.0,Petrol,1451,0,0
Toyota,RAV4,2.4,Hybrid,2649,0,1
Toyota,Prius,1.0,Hybrid,23710,0,1
Toyota,Prius,1.8,Hybrid,7370,0,1
VW,Passat,1.8,Diesel,2599,0,0
VW,Passat,1.8,Diesel,1741,0,0
Toyota,Yaris,1.2,Petrol,24137,0,0
BMW,X3,2.4,Diesel,3506,1,0
VW,Polo,1.2,Petrol,504,0,0
Toyota,RAV4,2.4,Hybrid,4417,0,1
BMW,X3,2.0,Diesel,12551,1,0
VW,Passat,2.0,Diesel,13051,0,0
Ford,Mondeo,1.4,Diesel,2525,0,0
VW,Golf,1.2,Petrol,2906,0,0
VW,Passat,2.0,Diesel,42566,0,0
Toyota,Prius,1.4,Hybrid,3160,0,1
Ford,Mondeo,1.8,Diesel,22447,0,0
VW,Golf,2.0,Diesel,6522,0,0
VW,Passat,1.8,Diesel,9454,0,0
Ford,Focus,2.0,Petrol,7435,0,0
VW,Golf,1.2,Diesel,6189,0,0
Ford,Fiesta,1.0,Petrol,7029,0,0
VW,Polo,1.0,Petrol,6264,0,0
BMW,X3,2.4,Diesel,12369,1,0
Ford,Fiesta,1.2,Petrol,3485,0,0
Ford,Focus,1.0,Petrol,16978,0,0
Ford,Focus,1.0,Petrol,6165,0,0
Porsche,718 Cayman,2.0,Petrol,3863,1,0
Toyota,Prius,1.8,Hybrid,43267,0,1
VW,Passat,1.8,Diesel,33040,0,0
VW,Golf,2.0,Hybrid,15221,0,1
Toyota,Yaris,1.4,Petrol,9024,0,0
VW,Golf,1.4,Petrol,8714,0,0
Toyota,Yaris,1.4,Hybrid,6094,0,1
Ford,Focus,1.4,Petrol,685,0,0
Ford,Fiesta,1.4,Petrol,13247,0,0
Ford,Focus,1.6,Diesel,31681,0,0
Toyota,Prius,1.4,Hybrid,19200,0,1
Toyota,Prius,1.0,Hybrid,3678,0,1
Ford,Mondeo,1.8,Diesel,4223,0,0
VW,Passat,2.0,Diesel,10956,0,0
Porsche,Cayenne,3.0,Diesel,48452,1,0
VW,Polo,1.0,Petrol,10340,0,0
Ford,Fiesta,1.4,Petrol,2761,0,0
VW,Passat,1.8,Petrol,8200,0,0
Ford,Focus,1.8,Petrol,25864,0,0
BMW,M5,4.0,Petrol,133519,1,0
Toyota,Prius,1.0,Hybrid,326,0,1
VW,Passat,2.0,Diesel,9376,0,0
Ford,Fiesta,1.4,Petrol,7145,0,0
Porsche,Cayenne,2.6,Petrol,11807,1,0
Toyota,Prius,1.8,Hybrid,14011,0,1
VW,Passat,1.6,Diesel,4191,0,0
BMW,M5,5.0,Petrol,5333,1,0
Ford,Focus,2.0,Diesel,31356,0,0
VW,Polo,2.0,Petrol,6784,0,0
BMW,Z4,2.4,Petrol,4296,1,0
Porsche,718 Cayman,2.0,Petrol,21147,1,0
Ford,Fiesta,1.4,Petrol,246,0,0
VW,Passat,1.8,Diesel,1938,0,0
Porsche,Cayenne,4.0,Petrol,52373,1,0
Ford,Fiesta,1.2,Petrol,1462,0,0
Toyota,Yaris,1.0,Petrol,2638,0,0
VW,Polo,2.0,Petrol,11420,0,0
VW,Passat,1.8,Petrol,2901,0,0
Porsche,Cayenne,3.5,Petrol,2406,1,0
VW,Passat,1.8,Petrol,31072,0,0
Ford,Focus,1.0,Petrol,4675,0,0
VW,Passat,1.8,Petrol,6637,0,0
Toyota,RAV4,2.0,Hybrid,22033,0,1
BMW,Z4,2.0,Petrol,14147,1,0
Toyota,Prius,1.8,Hybrid,16856,0,1
VW,Polo,1.4,Petrol,1549,0,0
VW,Passat,1.6,Diesel,1294,0,0
BMW,M5,4.4,Petrol,15521,1,0
BMW,Z4,2.2,Petrol,32427,1,0
BMW,M5,4.0,Petrol,53532,1,0
Ford,Mondeo,1.8,Diesel,8096,0,0
Toyota,Prius,1.8,Hybrid,2326,0,1
VW,Passat,2.0,Petrol,23342,0,0
Ford,Focus,1.4,Petrol,3505,0,0
Toyota,RAV4,2.0,Hybrid,28970,0,1
Ford,Fiesta,1.0,Petrol,5674,0,0
Ford,Focus,1.6,Petrol,15916,0,0
Toyota,RAV4,2.2,Hybrid,26491,0,1
VW,Golf,1.6,Petrol,10729,0,0
Toyota,Yaris,1.4,Hybrid,26200,0,1
Toyota,Prius,1.0,Hybrid,1939,0,1
Toyota,RAV4,2.4,Petrol,8717,0,0
VW,Golf,1.2,Petrol,6963,0,0
VW,Passat,2.0,Petrol,14818,0,0
VW,Golf,1.6,Petrol,5339,0,0
Ford,Mondeo,1.6,Diesel,4669,0,0
VW,Polo,1.2,Petrol,21418,0,0
Ford,Fiesta,1.4,Petrol,8241,0,0
VW,Polo,1.0,Petrol,2812,0,0
VW,Polo,1.0,Petrol,15534,0,0
VW,Golf,1.6,Diesel,2877,0,0
Toyota,RAV4,2.0,Hybrid,1835,0,1
